SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"411127079213301","CR  SP24","SP","USGS",-79.35893208,41.1908967,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411127079213301"
"411933079212201","CR  SP36","SP","USGS",-79.3558774,41.3258961,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411933079212201"
"411422079194301","CR  SP41","SP","USGS",-79.3283763,41.2395077,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411422079194301"
"412403079192801","CR  SP15","SP","USGS",-79.3242105,41.40089616,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412403079192801"
"410741079191001","CR  SP10","SP","USGS",-79.3192084,41.12811989,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410741079191001"
"411715079190201","CR  SP25","SP","USGS",-79.31698748,41.28756319,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411715079190201"
"411713079182701","CR  SP31","SP","USGS",-79.307265,41.2870077,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411713079182701"
"404114079171901","IN SP259","SP","USGS",-79.2883722,40.6872873,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404114079171901"
"404030079171501","IN SP167","SP","USGS",-79.28726099,40.6750652,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404030079171501"
"411251079164901","CR  SP18","SP","USGS",-79.2800417,41.21423064,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411251079164901"
"403755079164401","IN SP325","SP","USGS",-79.2786493,40.63201016,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403755079164401"
"410800079162901","CR   SP7","SP","USGS",-79.27448518,41.133398,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410800079162901"
"403810079162801","IN SP333","SP","USGS",-79.2742048,40.63617679,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403810079162801"
"403858079162401","IN SP166","SP","USGS",-79.2730938,40.64950999,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403858079162401"
"412319079162201","CR   SP4","SP","USGS",-79.2725427,41.38867428,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412319079162201"
"412505079155901","CR   SP5","SP","USGS",-79.2661539,41.4181186,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412505079155901"
"412333079155901","CR  SP37","SP","USGS",-79.2661538,41.39256319,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412333079155901"
"413228079153801","FO   SP3","SP","USGS",-79.2603215,41.5411734,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413228079153801"
"411145079143301","CR   SP9","SP","USGS",-79.2422629,41.1958977,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411145079143301"
"403931079135301","IN SP103","SP","USGS",-79.2311484,40.65867665,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403931079135301"
"403857079135101","IN SP326","SP","USGS",-79.2305927,40.6492323,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403857079135101"
"403903079130801","IN SP266","SP","USGS",-79.218648,40.65089899,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403903079130801"
"404030079125201","IN SP267","SP","USGS",-79.21420368,40.67506536,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404030079125201"
"410911079111701","JE   SP6","SP","USGS",-79.1878168,41.1531199,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410911079111701"
"410720079103001","JE   SP5","SP","USGS",-79.1747607,41.12228676,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410720079103001"
"405027079091601","IN SP288","SP","USGS",-79.1542033,40.840898,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405027079091601"
"405051079082601","IN SP293","SP","USGS",-79.1403141,40.84756466,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405051079082601"
"404255079075001","IN SP311","SP","USGS",-79.1303132,40.71534255,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404255079075001"
"404810079071201","IN SP287","SP","USGS",-79.1197579,40.80284218,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404810079071201"
"412829079070801","FO   SP2","SP","USGS",-79.118651,41.47478465,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412829079070801"
"404438079065001","IN SP163","SP","USGS",-79.1136464,40.74395316,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404438079065001"
"404400079062401","IN SP291","SP","USGS",-79.1064239,40.73339777,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404400079062401"
"405007079052901","IN SP162","SP","USGS",-79.0911463,40.8353422,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405007079052901"
"404742079050201","IN SP101","SP","USGS",-79.08364599,40.79506425,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404742079050201"
"403938079032201","IN SP285","SP","USGS",-79.0558662,40.66062134,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403938079032201"
"405012079031801","IN SP306","SP","USGS",-79.0547567,40.83673096,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405012079031801"
"405000079031401","IN SP305","SP","USGS",-79.0536455,40.8333976,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405000079031401"
"404945079030801","IN SP304","SP","USGS",-79.05197879,40.8292309,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404945079030801"
"404137079025801","IN SP164","SP","USGS",-79.0491998,40.69367625,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404137079025801"
"404138079025701","IN SP295","SP","USGS",-79.048922,40.693954,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404138079025701"
"404928079023001","IN SP289","SP","USGS",-79.041423,40.82450866,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404928079023001"
"404430079015601","IN SP271","SP","USGS",-79.0319778,40.7417308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404430079015601"
"404420079014701","IN SP270","SP","USGS",-79.0294777,40.73895308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404420079014701"
"404600079013501","IN SP290","SP","USGS",-79.0261445,40.76673066,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404600079013501"
"404240079012701","IN SP269","SP","USGS",-79.0239217,40.71117588,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404240079012701"
"404116079002401","IN SP268","SP","USGS",-79.0064209,40.68784304,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404116079002401"
"405000079000501","IN SP179","SP","USGS",-79.0011444,40.8333974,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405000079000501"
"404633079000301","IN SP334","SP","USGS",-79.0005884,40.77589728,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404633079000301"
"404958078595101","IN SP178","SP","USGS",-78.9972554,40.83284186,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404958078595101"
"404117078592001","IN SP296","SP","USGS",-78.98864278,40.68812089,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404117078592001"
"404952078591601","IN SP320","SP","USGS",-78.987533,40.8311752,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404952078591601"
"403923078590301","IN SP300","SP","USGS",-78.98392,40.65645497,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403923078590301"
"403927078585001","IN SP301","SP","USGS",-78.9803088,40.65756608,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403927078585001"
"404908078584001","IN SP322","SP","USGS",-78.9775328,40.81895298,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404908078584001"
"405231078573701","IN SP104","SP","USGS",-78.960033,40.87534188,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405231078573701"
"405110078545801","IN SP340","SP","USGS",-78.9158656,40.85284187,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405110078545801"
"404434078545501","IN SP314","SP","USGS",-78.9150315,40.74284238,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404434078545501"
"404522078541801","IN SP315","SP","USGS",-78.9047537,40.75617559,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404522078541801"
"404629078535601","IN SP313","SP","USGS",-78.8986426,40.77478666,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404629078535601"
"404709078535001","IN SP312","SP","USGS",-78.896976,40.7858977,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404709078535001"
"404923078531501","IN SP321","SP","USGS",-78.88725389,40.82311979,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404923078531501"
"410613078522801","JE   SP7","SP","USGS",-78.8741988,41.1036736,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410613078522801"
"411136078423301","CF   SP2","SP","USGS",-78.70891629,41.19339415,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411136078423301"
"411137078422701","CF   SP3","SP","USGS",-78.7072496,41.1936719,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411137078422701"
"413443078405301","EK   SP3","SP","USGS",-78.6811377,41.5786729,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413443078405301"
"410422078383601","CF  SP16","SP","USGS",-78.6430825,41.0728378,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410422078383601"
"413141078372801","EK   SP2","SP","USGS",-78.624191,41.52811744,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413141078372801"
"404528078370801","CF   SP4","SP","USGS",-78.6186366,40.75784118,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404528078370801"
"414315078364001","MC   SP2","SP","USGS",-78.61085808,41.72089584,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414315078364001"
"405753078363601","CF   SP5","SP","USGS",-78.6097488,40.964782,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405753078363601"
"403907078353501","CA   SP3","SP","USGS",-78.59279949,40.6520105,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403907078353501"
"413758078343701","MC   SP3","SP","USGS",-78.5766899,41.63284016,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413758078343701"
"403816078321802","CA   SP1","SP","USGS",-78.53807528,40.63784366,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403816078321802"
"411326078315201","CF  SP13","SP","USGS",-78.5308555,41.22394865,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411326078315201"
"404818078304901","CF  SP14","SP","USGS",-78.513356,40.80506095,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404818078304901"
"405517078230101","   SEEP S-1   UNMINED/UNSLUDGED","SP","USGS",-78.3833523,40.92144689,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405517078230101"
"405544078225801","   SEEP N-1   UNMINED/UNSLUDGED","SP","USGS",-78.382519,40.92894678,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405544078225801"
"410445078195701","CF  SP12","SP","USGS",-78.3322384,41.0792246,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410445078195701"
"405727078173901","CF  SP15","SP","USGS",-78.2939046,40.95755716,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405727078173901"
"403912078153901","BA  SP14","SP","USGS",-78.2605693,40.653397,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403912078153901"
"404013078143101","BA  SP22","SP","USGS",-78.24168,40.6703406,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404013078143101"
"412732078034101","CM   SP1","SP","USGS",-78.0611134,41.45895294,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412732078034101"
"414546077592701","PO   SP2","SP","USGS",-77.9905592,41.76284348,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414546077592701"
"404221077580501","CE  SP14","SP","USGS",-77.9677811,40.7058966,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404221077580501"
"404228077565801","         PSU AG SPRING","SP","USGS",-77.9491694,40.70784119,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404228077565801"
"404808077504902","CE   SP1","SP","USGS",-77.8466677,40.80228395,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404808077504902"
"415836077504701","PO   SP1","SP","USGS",-77.8461081,41.9767343,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415836077504701"
"404844077503101","CE   SP2","SP","USGS",-77.8416677,40.81228386,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404844077503101"
"405105077492101","CE  SP18","SP","USGS",-77.82222349,40.8514502,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405105077492101"
"405248077474001","CE  SP16","SP","USGS",-77.7941678,40.88006126,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405248077474001"
"405300077473701","CE  SP12","SP","USGS",-77.7933345,40.88339456,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405300077473701"
"405420077464201","CE  SP19","SP","USGS",-77.77805688,40.90561666,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405420077464201"
"405324077453701","CE  SP17","SP","USGS",-77.7600007,40.89006156,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405324077453701"
"405145077452601","CE  SP11","SP","USGS",-77.7569445,40.86256198,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405145077452601"
"404730077445101","CE  SP32","SP","USGS",-77.7472206,40.79172975,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404730077445101"
"403933077385101","MF   SP2","SP","USGS",-77.6472172,40.6592359,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403933077385101"
"404735077363901","CE  SP22","SP","USGS",-77.61055209,40.793121,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404735077363901"
"405300077363101","CE   SP3","SP","USGS",-77.6083298,40.88339797,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405300077363101"
"404147077333601","MF   SP3","SP","USGS",-77.5597173,40.6964578,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404147077333601"
"410013077320101","CN  SP11","SP","USGS",-77.5333263,41.00367648,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410013077320101"
"410058077315201","CN  SP19","SP","USGS",-77.53082558,41.0161767,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410058077315201"
"404547077313201","MF   SP4","SP","USGS",-77.5252735,40.7631227,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404547077313201"
"410258077313201","CN  SP12","SP","USGS",-77.5252681,41.04951066,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410258077313201"
"410312077310301","CN  SP14","SP","USGS",-77.517212,41.05339977,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410312077310301"
"410317077305801","CN  SP15","SP","USGS",-77.515823,41.0547887,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410317077305801"
"410322077305501","CN  SP16","SP","USGS",-77.5149896,41.0561776,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410322077305501"
"405525077290401","CE  SP25","SP","USGS",-77.4841584,40.9236781,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405525077290401"
"410324077281101","CN   SP2","SP","USGS",-77.469431,41.05673415,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410324077281101"
"405241077280201","CE  SP23","SP","USGS",-77.466936,40.87812345,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405241077280201"
"410504077272801","CN   SP3","SP","USGS",-77.45748459,41.0845125,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410504077272801"
"405213077271601","CE  SP24","SP","USGS",-77.45415769,40.87034615,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405213077271601"
"415613077262701","TI   SP3","SP","USGS",-77.4405382,41.9370156,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415613077262701"
"405847077253201","CN   SP9","SP","USGS",-77.4252634,40.97979028,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405847077253201"
"405938077250301","CN  SP21","SP","USGS",-77.4172066,40.99395697,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405938077250301"
"410035077224401","CN  SP29","SP","USGS",-77.3787722,41.00961667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410035077224401"
"410113077195401","CN  SP25","SP","USGS",-77.331675,41.02040278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410113077195401"
"410140077183701","CN  SP28","SP","USGS",-77.3103944,41.0278611,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410140077183701"
"404130077160401","SN   SP5","SP","USGS",-77.2674877,40.69174484,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404130077160401"
"410925077131301","LY   SP1","SP","USGS",-77.21996948,41.157018,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410925077131301"
"410250077083801","UN  SP20","SP","USGS",-77.1435793,41.04729875,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410250077083801"
"413949077072601","TI   SP2-1","SP","USGS",-77.1235812,41.66368485,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413949077072601"
"405144077042601","SN   SP4","SP","USGS",-77.0735873,40.8623038,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405144077042601"
"405149077041801","SN   SP2","SP","USGS",-77.071365,40.86369279,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405149077041801"
"405153077035301","SN   SP3","SP","USGS",-77.0644203,40.86480415,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405153077035301"
"411219076504201","LY   SP8","SP","USGS",-76.844684,41.20535879,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411219076504201"
"411223076501301","LY   SP7","SP","USGS",-76.8366282,41.20646997,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411223076501301"
"414309076420801","BR-SP  5","SP","USGS",-76.7018969,41.7192416,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414309076420801"
"411422076413201","LY  SP10","SP","USGS",-76.6922222,41.2395,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411422076413201"
"412721076263601","SU   SP3","SP","USGS",-76.4429991,41.45591,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412721076263601"
"410433076234701","CO   SP8","SP","USGS",-76.3960537,41.0759188,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410433076234701"
"410432076234401","CO   SP7","SP","USGS",-76.39522029,41.075641,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410432076234401"
"404412076184201","SC  SP12-2","SP","USGS",-76.3113379,40.73675496,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404412076184201"
"404048076171801","Unnamed trib to W Creek site 9B @ Phoenix Park, PA","SP","USGS",-76.2882194,40.67993056,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404048076171801"
"415442075515101","SQ   SP6","SP","USGS",-75.8640556,41.91177778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415442075515101"
"414257075460701","SQ   SP2","SP","USGS",-75.768246,41.71591066,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414257075460701"
"413500075453501","SQ   SP3","SP","USGS",-75.7593562,41.75841079,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413500075453501"
"405220075452201","CB   SP3","SP","USGS",-75.7557468,40.87231228,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405220075452201"
"411135075435001","LU  SP17","SP","USGS",-75.7301918,41.19313805,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411135075435001"
"404322075425901","LE  SP56","SP","USGS",-75.7160225,40.7228725,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404322075425901"
"404535075380601","LE  SP50","SP","USGS",-75.6346314,40.759817,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404535075380601"
"404008075355601","LE  SP74","SP","USGS",-75.5985198,40.6689846,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404008075355601"
"404637075354201","NP   SP6","SP","USGS",-75.59463058,40.77703895,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404637075354201"
"404648075350101","NP   SP7","SP","USGS",-75.5832415,40.78009448,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404648075350101"
"412042075345401","LK   SP3","SP","USGS",-75.58129869,41.34508206,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412042075345401"
"404157075340901","LE  SP39","SP","USGS",-75.5687965,40.6992624,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404157075340901"
"413355075331501","LK   SP1","SP","USGS",-75.5537969,41.56535909,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413355075331501"
"410512075314601","MO   SP4","SP","USGS",-75.52907599,41.0867536,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410512075314601"
"415203075311801","SQ   SP4","SP","USGS",-75.52129309,41.8675823,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415203075311801"
"415145075311501","SQ   SP1","SP","USGS",-75.5204599,41.86258235,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415145075311501"
"415122075304201","SQ   SP5","SP","USGS",-75.5112931,41.8561936,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415122075304201"
"415350075280001","WN   SP2","SP","USGS",-75.46629068,41.89730564,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415350075280001"
"410605075214801","MO   SP7","SP","USGS",-75.3629616,41.10147855,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410605075214801"
"410542075213401","MO   SP3","SP","USGS",-75.3590727,41.09508984,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410542075213401"
