SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"394359079172101","SO SP   18","SP","USGS",-79.2889223,39.73313495,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394359079172101"
"404114079171901","IN SP259","SP","USGS",-79.2883722,40.6872873,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404114079171901"
"404030079171501","IN SP167","SP","USGS",-79.28726099,40.6750652,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404030079171501"
"403244079171501","IN SP153","SP","USGS",-79.2872599,40.5456221,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403244079171501"
"403755079164401","IN SP325","SP","USGS",-79.2786493,40.63201016,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403755079164401"
"400201079163501","SO SP   12","SP","USGS",-79.2761436,40.03368586,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400201079163501"
"403810079162801","IN SP333","SP","USGS",-79.2742048,40.63617679,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403810079162801"
"403858079162401","IN SP166","SP","USGS",-79.2730938,40.64950999,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403858079162401"
"402912079161801","IN SP317","SP","USGS",-79.2714256,40.48673405,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402912079161801"
"402831079161801","IN SP159","SP","USGS",-79.2714254,40.47534537,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402831079161801"
"395915079155901","SO SP  152","SP","USGS",-79.26638889,39.9875,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395915079155901"
"400302079155201","SO SP    8","SP","USGS",-79.26419899,40.0506301,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400302079155201"
"400258079154801","SO SP  154","SP","USGS",-79.2633333,40.04944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400258079154801"
"403136079153201","IN SP255","SP","USGS",-79.2586479,40.52673358,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403136079153201"
"400412079152501","SO SP    6","SP","USGS",-79.2566989,40.07007435,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400412079152501"
"403356079151501","IN SP309","SP","USGS",-79.2539259,40.56562207,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403356079151501"
"400351079143201","SO SP   11","SP","USGS",-79.2419763,40.06424125,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400351079143201"
"400352079141801","SO SP   10","SP","USGS",-79.2380873,40.06451908,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400352079141801"
"403931079135301","IN SP103","SP","USGS",-79.2311484,40.65867665,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403931079135301"
"403857079135101","IN SP326","SP","USGS",-79.2305927,40.6492323,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403857079135101"
"394740079130901","SO SP    7","SP","USGS",-79.2189198,39.79452324,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394740079130901"
"403903079130801","IN SP266","SP","USGS",-79.218648,40.65089899,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403903079130801"
"393525079130701","GA Bd  38","SP","USGS",-79.2183675,39.59036545,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=393525079130701"
"404030079125201","IN SP267","SP","USGS",-79.21420368,40.67506536,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404030079125201"
"403213079124301","IN SP262","SP","USGS",-79.2117023,40.53701156,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403213079124301"
"403455079122201","IN SP263","SP","USGS",-79.2058692,40.582011,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403455079122201"
"403402079122001","IN SP150","SP","USGS",-79.2053135,40.56728899,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403402079122001"
"394217079121801","GA Ad  17","SP","USGS",-79.2047536,39.7048042,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394217079121801"
"403241079121001","IN SP261","SP","USGS",-79.2025355,40.5447893,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403241079121001"
"403448079120601","IN SP341","SP","USGS",-79.2014247,40.5800666,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403448079120601"
"403241079120501","IN SP260","SP","USGS",-79.2011465,40.5447893,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403241079120501"
"403558079115801","IN SP331","SP","USGS",-79.1992026,40.5995108,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403558079115801"
"403737079115401","IN SP265","SP","USGS",-79.1980917,40.62701046,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403737079115401"
"403553079115301","IN SP328","SP","USGS",-79.1978136,40.59812196,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403553079115301"
"400339079115001","SO SP 155","SP","USGS",-79.1972222,40.0608333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400339079115001"
"403554079114901","IN SP329","SP","USGS",-79.19670249,40.5983997,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403554079114901"
"403551079114401","IN SP332","SP","USGS",-79.1953136,40.5975664,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403551079114401"
"403304079105701","IN SP316","SP","USGS",-79.18225719,40.5511782,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403304079105701"
"403220079102001","IN SP264","SP","USGS",-79.171979,40.53895626,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403220079102001"
"402609079075501","IN SP102","SP","USGS",-79.1316989,40.43590296,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402609079075501"
"404255079075001","IN SP311","SP","USGS",-79.1303132,40.71534255,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404255079075001"
"404810079071201","IN SP287","SP","USGS",-79.1197579,40.80284218,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404810079071201"
"404438079065001","IN SP163","SP","USGS",-79.1136464,40.74395316,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404438079065001"
"403332079064701","IN SP176","SP","USGS",-79.1128109,40.5589563,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403332079064701"
"401103079064701","SO SP   13","SP","USGS",-79.112807,40.18424137,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401103079064701"
"404400079062401","IN SP291","SP","USGS",-79.1064239,40.73339777,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404400079062401"
"402543079060401","IN SP335","SP","USGS",-79.1008647,40.4286812,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402543079060401"
"402532079060201","IN SP338","SP","USGS",-79.100309,40.4256257,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402532079060201"
"402540079055801","IN SP337","SP","USGS",-79.099198,40.4278479,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402540079055801"
"402552079054401","IN SP336","SP","USGS",-79.095309,40.4311812,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402552079054401"
"404742079050201","IN SP101","SP","USGS",-79.08364599,40.79506425,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404742079050201"
"403025079050001","IN SP274","SP","USGS",-79.08308729,40.507013,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403025079050001"
"402808079045001","IN SP168","SP","USGS",-79.080309,40.4689583,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402808079045001"
"403629079041902","IN SP283","SP","USGS",-79.0716993,40.6081223,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403629079041902"
"402649079041301","IN SP174","SP","USGS",-79.0700307,40.44701445,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402649079041301"
"402650079040301","IN SP169","SP","USGS",-79.0672529,40.44729224,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402650079040301"
"402730079034201","IN SP171","SP","USGS",-79.06141949,40.45840317,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402730079034201"
"403938079032201","IN SP285","SP","USGS",-79.0558662,40.66062134,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403938079032201"
"403021079031101","IN SP297","SP","USGS",-79.0528086,40.5059022,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403021079031101"
"404137079025801","IN SP164","SP","USGS",-79.0491998,40.69367625,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404137079025801"
"404138079025701","IN SP295","SP","USGS",-79.048922,40.693954,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404138079025701"
"394337079025301","SO SP    9","SP","USGS",-79.0478043,39.72702806,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394337079025301"
"402945079024401","IN SP170","SP","USGS",-79.0453083,40.49590247,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402945079024401"
"403241079023801","IN SP177","SP","USGS",-79.0436422,40.54479038,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403241079023801"
"403017079022901","IN SP173","SP","USGS",-79.0411416,40.5047912,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403017079022901"
"403525079021101","IN SP279","SP","USGS",-79.0361426,40.59034504,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403525079021101"
"403550079020301","IN SP299","SP","USGS",-79.0339204,40.59728935,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403550079020301"
"404430079015601","IN SP271","SP","USGS",-79.0319778,40.7417308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404430079015601"
"403538079015001","IN SP298","SP","USGS",-79.0303092,40.5939561,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403538079015001"
"404420079014701","IN SP270","SP","USGS",-79.0294777,40.73895308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404420079014701"
"404600079013501","IN SP290","SP","USGS",-79.0261445,40.76673066,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404600079013501"
"404240079012701","IN SP269","SP","USGS",-79.0239217,40.71117588,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404240079012701"
"400024079011701","SO SP    1","SP","USGS",-79.0211372,40.00674518,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400024079011701"
"403607079005201","IN SP284","SP","USGS",-79.0141977,40.60201156,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403607079005201"
"403725079004401","IN SP280","SP","USGS",-79.0119757,40.62367777,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403725079004401"
"404116079002401","IN SP268","SP","USGS",-79.0064209,40.68784304,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404116079002401"
"403458079000801","IN SP278","SP","USGS",-79.0019749,40.58284537,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403458079000801"
"404633079000301","IN SP334","SP","USGS",-79.0005884,40.77589728,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404633079000301"
"393525078595802","GA Bg   4","SP","USGS",-78.99919329,39.59036659,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=393525078595802"
"403442078594701","IN SP282","SP","USGS",-78.99614138,40.57840106,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403442078594701"
"403436078594201","IN SP275","SP","USGS",-78.9947524,40.57673445,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403436078594201"
"404117078592001","IN SP296","SP","USGS",-78.98864278,40.68812089,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404117078592001"
"403615078591201","IN SP276","SP","USGS",-78.98641929,40.6042339,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403615078591201"
"403923078590301","IN SP300","SP","USGS",-78.98392,40.65645497,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403923078590301"
"403927078585001","IN SP301","SP","USGS",-78.9803088,40.65756608,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403927078585001"
"403026078573701","IN SP254","SP","USGS",-78.9600281,40.5072918,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403026078573701"
"402941078572201","IN SP253","SP","USGS",-78.9558612,40.49479215,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402941078572201"
"403541078563601","IN SP277","SP","USGS",-78.9430847,40.59478999,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403541078563601"
"403321078554801","IN SP302","SP","USGS",-78.9297503,40.55590209,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403321078554801"
"404434078545501","IN SP314","SP","USGS",-78.9150315,40.74284238,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404434078545501"
"403422078543301","IN SP303","SP","USGS",-78.9089168,40.5728463,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403422078543301"
"403233078543101","IN SP252","SP","USGS",-78.9083606,40.5425692,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403233078543101"
"404522078541801","IN SP315","SP","USGS",-78.9047537,40.75617559,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404522078541801"
"404629078535601","IN SP313","SP","USGS",-78.8986426,40.77478666,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404629078535601"
"404709078535001","IN SP312","SP","USGS",-78.896976,40.7858977,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404709078535001"
"395451078534501","SO SP   19","SP","USGS",-78.8955785,39.91424796,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395451078534501"
"395453078533801","SO SP   20","SP","USGS",-78.893634,39.9148035,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395453078533801"
"403102078522301","CA   SP9","SP","USGS",-78.87280339,40.5172923,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403102078522301"
"402210078511701","Allegheny Portage RR, Site 7, nr Mineral Point, PA","SP","USGS",-78.8547222,40.36944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402210078511701"
"402212078511601","Allegheny Portage RR, Site 6, nr Mineral Point, PA","SP","USGS",-78.8544444,40.37,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402212078511601"
"402218078511101","Allegheny Portage RR, Site 5, nr Mineral Point, PA","SP","USGS",-78.8531111,40.3717222,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402218078511101"
"402221078510703","Allegheny Portage RR, Site 3B, nr Mineral Point","SP","USGS",-78.853,40.3719722,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402221078510703"
"402229078510602","Allegheny Portage RR, Site 1, nr Mineral Point, PA","SP","USGS",-78.85288889,40.3747222,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402229078510602"
"402151078511001","Allegheny Portage RR, Site 8 nr Mineral Point, PA","SP","USGS",-78.8527778,40.36416667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402151078511001"
"402223078511001","Allegheny Portage RR, Site Fe, nr Mineral Point","SP","USGS",-78.8527778,40.37316667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402223078511001"
"402232078510901","Allegheny Portage RR, Site 1Fe, nr Mineral Point","SP","USGS",-78.8525833,40.3754722,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402232078510901"
"402221078510702","Allegheny Portage RR, Site 3A, nr Mineral Point","SP","USGS",-78.85213889,40.37227778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402221078510702"
"403632078500801","CA  SP10","SP","USGS",-78.8353046,40.60895715,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403632078500801"
"400128078444201","BD   SP1","SP","USGS",-78.7447423,40.02452467,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400128078444201"
"393428078435101","AL Ce   1","SP","USGS",-78.73029529,39.57453396,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=393428078435101"
"400324078434601","BD   SP2","SP","USGS",-78.7291866,40.0567464,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400324078434601"
"403750078425701","CA   SP6","SP","USGS",-78.7155801,40.63062357,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403750078425701"
"393438078420601","AL Ce   4","SP","USGS",-78.7014058,39.57731198,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=393438078420601"
"394037078415301","AL Ae   8","SP","USGS",-78.6977951,39.67703199,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394037078415301"
"394311078403001","AL Ae  35","SP","USGS",-78.675295,39.7192534,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394311078403001"
"400201078394901","BD  SP10","SP","USGS",-78.6633526,40.0336914,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400201078394901"
"395038078392801","BD  SP15","SP","USGS",-78.657518,39.84397305,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395038078392801"
"393350078391601","AL Cf  52","SP","USGS",-78.6539047,39.5634239,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=393350078391601"
"393940078371001","AL Bf   1","SP","USGS",-78.6191827,39.66119967,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=393940078371001"
"404528078370801","CF   SP4","SP","USGS",-78.6186366,40.75784118,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404528078370801"
"395750078362901","BD   SP9","SP","USGS",-78.6077964,39.96397067,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395750078362901"
"400739078355101","BD  SP19","SP","USGS",-78.5972403,40.1275789,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400739078355101"
"403907078353501","CA   SP3","SP","USGS",-78.59279949,40.6520105,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403907078353501"
"400926078345101","BD   SP4","SP","USGS",-78.5805732,40.15730067,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400926078345101"
"394117078343101","AL Ag  15","SP","USGS",-78.5764046,39.6881438,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=394117078343101"
"403753078341501","CA   SP2","SP","USGS",-78.570576,40.6314553,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403753078341501"
"402809078332201","CA  SP11","SP","USGS",-78.5558495,40.46923785,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402809078332201"
"402807078331201","CA  SP12","SP","USGS",-78.55307169,40.46868229,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402807078331201"
"402710078324001","ALPO Seep 2","SP","USGS",-78.54453889,40.45288889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402710078324001"
"402711078323301","ALPO Skew Arch Bridge","SP","USGS",-78.5425694,40.45308056,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=402711078323301"
"403816078321802","CA   SP1","SP","USGS",-78.53807528,40.63784366,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403816078321802"
"395946078302401","BD   SP6","SP","USGS",-78.506407,39.99619246,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395946078302401"
"395316078301801","BD  SP17","SP","USGS",-78.50473928,39.88786167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395316078301801"
"395312078301301","BD  SP18","SP","USGS",-78.5033504,39.88675059,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=395312078301301"
"400130078262901","BD   SP3","SP","USGS",-78.4411276,40.02508138,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400130078262901"
"400838078262801","BD  SP20","SP","USGS",-78.440849,40.14396816,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=400838078262801"
"401010078250901","BD  SP26","SP","USGS",-78.4189039,40.1695234,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401010078250901"
"401307078242801","BD  SP27","SP","USGS",-78.4075145,40.21868928,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401307078242801"
"401959078240401","BA  SP17","SP","USGS",-78.40084728,40.3331308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401959078240401"
