SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"410939079254901","          Seep HC (haulroad channel)","SP","USGS",-79.4300445,41.1608963,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410939079254901"
"410940079254801","          Seep HH (haulroad hillside)","SP","USGS",-79.4297667,41.1611741,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410940079254801"
"413905079242501","WR SP121","SP","USGS",-79.4067142,41.6514496,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413905079242501"
"413914079242401","WR  SP56","SP","USGS",-79.4064364,41.65394958,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413914079242401"
"414046079241301","WR SP131","SP","USGS",-79.4033811,41.67950487,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414046079241301"
"413525079232501","FO   SP1","SP","USGS",-79.3900465,41.5903392,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413525079232501"
"411334079232201","CR   SP6","SP","USGS",-79.3892109,41.22617388,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411334079232201"
"411557079230801","CR  SP32","SP","USGS",-79.38532219,41.2658959,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411557079230801"
"411633079224801","CR  SP35","SP","USGS",-79.3797666,41.27589595,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411633079224801"
"411530079221701","CR  SP34","SP","USGS",-79.37115519,41.25839605,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411530079221701"
"411537079215201","CR  SP33","SP","USGS",-79.3642106,41.26034057,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411537079215201"
"411601079214301","CR  SP14","SP","USGS",-79.3617106,41.26700725,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411601079214301"
"414203079213501","WR SP100","SP","USGS",-79.35949178,41.70089368,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414203079213501"
"411127079213301","CR  SP24","SP","USGS",-79.35893208,41.1908967,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411127079213301"
"411933079212201","CR  SP36","SP","USGS",-79.3558774,41.3258961,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411933079212201"
"414301079205301","WR  SP55","SP","USGS",-79.3478251,41.71700466,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414301079205301"
"413959079202101","WR SP103","SP","USGS",-79.3389355,41.66644966,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413959079202101"
"411422079194301","CR  SP41","SP","USGS",-79.3283763,41.2395077,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411422079194301"
"412403079192801","CR  SP15","SP","USGS",-79.3242105,41.40089616,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412403079192801"
"410741079191001","CR  SP10","SP","USGS",-79.3192084,41.12811989,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410741079191001"
"414415079190401","WR SP123","SP","USGS",-79.3175471,41.7375601,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414415079190401"
"411715079190201","CR  SP25","SP","USGS",-79.31698748,41.28756319,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411715079190201"
"415525079184401","WR SP113","SP","USGS",-79.311994,41.92366899,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415525079184401"
"411713079182701","CR  SP31","SP","USGS",-79.307265,41.2870077,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411713079182701"
"414934079181201","WR SP129","SP","USGS",-79.3031037,41.8261702,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414934079181201"
"403940079174301","IN SP160","SP","USGS",-79.29809449,40.66450976,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=403940079174301"
"404114079171901","IN SP259","SP","USGS",-79.2883722,40.6872873,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404114079171901"
"404030079171501","IN SP167","SP","USGS",-79.28726099,40.6750652,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404030079171501"
"411251079164901","CR  SP18","SP","USGS",-79.2800417,41.21423064,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411251079164901"
"410800079162901","CR   SP7","SP","USGS",-79.27448518,41.133398,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410800079162901"
"412319079162201","CR   SP4","SP","USGS",-79.2725427,41.38867428,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412319079162201"
"412505079155901","CR   SP5","SP","USGS",-79.2661539,41.4181186,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412505079155901"
"412333079155901","CR  SP37","SP","USGS",-79.2661538,41.39256319,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412333079155901"
"414332079155101","WR  SP52","SP","USGS",-79.263935,41.72561596,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414332079155101"
"414108079154301","WR  SP57","SP","USGS",-79.2617122,41.68561638,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414108079154301"
"413228079153801","FO   SP3","SP","USGS",-79.2603215,41.5411734,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413228079153801"
"414158079145801","WR  SP54","SP","USGS",-79.24921219,41.69950517,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414158079145801"
"414117079145501","WR  SP53","SP","USGS",-79.24837869,41.6881164,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414117079145501"
"414934079143501","WR SP130","SP","USGS",-79.242825,41.8261705,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414934079143501"
"413752079143501","WR  SP58","SP","USGS",-79.24282229,41.6311725,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413752079143501"
"411145079143301","CR   SP9","SP","USGS",-79.2422629,41.1958977,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411145079143301"
"414719079142101","WR SP125","SP","USGS",-79.23893539,41.7886709,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414719079142101"
"414747079140201","WR SP108","SP","USGS",-79.23365759,41.79644865,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414747079140201"
"404030079125201","IN SP267","SP","USGS",-79.21420368,40.67506536,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404030079125201"
"414611079114301","WR SP124","SP","USGS",-79.1950449,41.76978237,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414611079114301"
"414101079111701","WR SP110","SP","USGS",-79.18782139,41.68367206,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414101079111701"
"410911079111701","JE   SP6","SP","USGS",-79.1878168,41.1531199,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410911079111701"
"414053079104101","WR SP116","SP","USGS",-79.17782109,41.68144986,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414053079104101"
"410720079103001","JE   SP5","SP","USGS",-79.1747607,41.12228676,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410720079103001"
"414546079102801","WR SP133","SP","USGS",-79.1742108,41.76283805,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414546079102801"
"413849079101101","WR  SP60","SP","USGS",-79.16948718,41.6470057,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413849079101101"
"414251079093701","WR SP114","SP","USGS",-79.1600431,41.71422739,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414251079093701"
"415144079092701","WR SP127","SP","USGS",-79.1572674,41.86228167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415144079092701"
"405027079091601","IN SP288","SP","USGS",-79.1542033,40.840898,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405027079091601"
"413742079090401","WR SP115","SP","USGS",-79.15087539,41.62839476,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413742079090401"
"405351079085301","IN SP100","SP","USGS",-79.1478144,40.8975649,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405351079085301"
"414040079084101","WR SP132","SP","USGS",-79.1444868,41.6778388,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414040079084101"
"405051079082601","IN SP293","SP","USGS",-79.1403141,40.84756466,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405051079082601"
"414618079081101","WR SP101","SP","USGS",-79.1361542,41.77172697,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414618079081101"
"414040079080201","WR SP109","SP","USGS",-79.1336532,41.6778388,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414040079080201"
"404255079075001","IN SP311","SP","USGS",-79.1303132,40.71534255,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404255079075001"
"415037079073101","WR  SP59","SP","USGS",-79.1250438,41.84367087,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415037079073101"
"404810079071201","IN SP287","SP","USGS",-79.1197579,40.80284218,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404810079071201"
"412829079070801","FO   SP2","SP","USGS",-79.118651,41.47478465,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412829079070801"
"415557079065601","WR  SP71","SP","USGS",-79.1153226,41.9325591,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415557079065601"
"404438079065001","IN SP163","SP","USGS",-79.1136464,40.74395316,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404438079065001"
"404400079062401","IN SP291","SP","USGS",-79.1064239,40.73339777,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404400079062401"
"414029079054801","WR SP107","SP","USGS",-79.09642988,41.6747833,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414029079054801"
"405007079052901","IN SP162","SP","USGS",-79.0911463,40.8353422,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405007079052901"
"404346079052302","IN SP165","SP","USGS",-79.089479,40.7295089,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404346079052302"
"414117079050201","WR SP106","SP","USGS",-79.0836519,41.68811657,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414117079050201"
"404742079050201","IN SP101","SP","USGS",-79.08364599,40.79506425,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404742079050201"
"414838079042001","WR SP134","SP","USGS",-79.0719861,41.81061578,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414838079042001"
"414051079041801","WR  SP69","SP","USGS",-79.0714292,41.6808944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414051079041801"
"405012079031801","IN SP306","SP","USGS",-79.0547567,40.83673096,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405012079031801"
"405000079031401","IN SP305","SP","USGS",-79.0536455,40.8333976,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405000079031401"
"414524079031201","WR SP102","SP","USGS",-79.0530959,41.7567273,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414524079031201"
"413757079030901","WR SP128","SP","USGS",-79.0522617,41.63256137,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413757079030901"
"404945079030801","IN SP304","SP","USGS",-79.05197879,40.8292309,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404945079030801"
"414151079030401","WR SP105","SP","USGS",-79.0508732,41.697561,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414151079030401"
"404137079025801","IN SP164","SP","USGS",-79.0491998,40.69367625,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404137079025801"
"404138079025701","IN SP295","SP","USGS",-79.048922,40.693954,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404138079025701"
"414325079025401","WR SP117","SP","USGS",-79.0480955,41.72367196,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414325079025401"
"415559079023701","WR  SP72","SP","USGS",-79.04337569,41.9331151,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415559079023701"
"413800079023701","WR  SP68","SP","USGS",-79.0433726,41.6333947,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413800079023701"
"404928079023001","IN SP289","SP","USGS",-79.041423,40.82450866,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404928079023001"
"413829079022301","WR  SP67","SP","USGS",-79.0394837,41.6414502,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413829079022301"
"414417079021101","WR SP104","SP","USGS",-79.0361508,41.73811635,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414417079021101"
"404430079015601","IN SP271","SP","USGS",-79.0319778,40.7417308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404430079015601"
"413954079015301","WR  SP66","SP","USGS",-79.0311502,41.6650612,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413954079015301"
"404420079014701","IN SP270","SP","USGS",-79.0294777,40.73895308,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404420079014701"
"404600079013501","IN SP290","SP","USGS",-79.0261445,40.76673066,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404600079013501"
"413942079013101","WR SP119","SP","USGS",-79.0250389,41.66172789,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413942079013101"
"404240079012701","IN SP269","SP","USGS",-79.0239217,40.71117588,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404240079012701"
"414249079010901","WR SP118","SP","USGS",-79.018928,41.71367207,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414249079010901"
"404116079002401","IN SP268","SP","USGS",-79.0064209,40.68784304,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404116079002401"
"405000079000501","IN SP179","SP","USGS",-79.0011444,40.8333974,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405000079000501"
"404633079000301","IN SP334","SP","USGS",-79.0005884,40.77589728,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404633079000301"
"404958078595101","IN SP178","SP","USGS",-78.9972554,40.83284186,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404958078595101"
"413741078594401","WR  SP64","SP","USGS",-78.9953157,41.62811695,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413741078594401"
"413742078594401","WR  SP65","SP","USGS",-78.9953157,41.6283947,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413742078594401"
"414230078593101","WR  SP61","SP","USGS",-78.99170488,41.70839437,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414230078593101"
"414129078593101","WR  SP62","SP","USGS",-78.99170479,41.69145,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414129078593101"
"413808078592701","WR  SP63","SP","USGS",-78.9905934,41.6356169,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413808078592701"
"404117078592001","IN SP296","SP","USGS",-78.98864278,40.68812089,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404117078592001"
"404952078591601","IN SP320","SP","USGS",-78.987533,40.8311752,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404952078591601"
"404908078584001","IN SP322","SP","USGS",-78.9775328,40.81895298,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404908078584001"
"405231078573701","IN SP104","SP","USGS",-78.960033,40.87534188,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405231078573701"
"405110078545801","IN SP340","SP","USGS",-78.9158656,40.85284187,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405110078545801"
"404434078545501","IN SP314","SP","USGS",-78.9150315,40.74284238,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404434078545501"
"404522078541801","IN SP315","SP","USGS",-78.9047537,40.75617559,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404522078541801"
"404629078535601","IN SP313","SP","USGS",-78.8986426,40.77478666,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404629078535601"
"404709078535001","IN SP312","SP","USGS",-78.896976,40.7858977,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404709078535001"
"404923078531501","IN SP321","SP","USGS",-78.88725389,40.82311979,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404923078531501"
"404814078524102","IN SP175","SP","USGS",-78.8778092,40.80395325,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404814078524102"
"410613078522801","JE   SP7","SP","USGS",-78.8741988,41.1036736,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410613078522801"
"411136078423301","CF   SP2","SP","USGS",-78.70891629,41.19339415,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411136078423301"
"411137078422701","CF   SP3","SP","USGS",-78.7072496,41.1936719,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411137078422701"
"413443078405301","EK   SP3","SP","USGS",-78.6811377,41.5786729,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413443078405301"
"410422078383601","CF  SP16","SP","USGS",-78.6430825,41.0728378,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410422078383601"
"413141078372801","EK   SP2","SP","USGS",-78.624191,41.52811744,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413141078372801"
"404528078370801","CF   SP4","SP","USGS",-78.6186366,40.75784118,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404528078370801"
"414315078364001","MC   SP2","SP","USGS",-78.61085808,41.72089584,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414315078364001"
"405753078363601","CF   SP5","SP","USGS",-78.6097488,40.964782,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405753078363601"
"413758078343701","MC   SP3","SP","USGS",-78.5766899,41.63284016,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413758078343701"
"411326078315201","CF  SP13","SP","USGS",-78.5308555,41.22394865,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411326078315201"
"404818078304901","CF  SP14","SP","USGS",-78.513356,40.80506095,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404818078304901"
"405517078230101","   SEEP S-1   UNMINED/UNSLUDGED","SP","USGS",-78.3833523,40.92144689,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405517078230101"
"405544078225801","   SEEP N-1   UNMINED/UNSLUDGED","SP","USGS",-78.382519,40.92894678,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405544078225801"
"410445078195701","CF  SP12","SP","USGS",-78.3322384,41.0792246,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410445078195701"
"405727078173901","CF  SP15","SP","USGS",-78.2939046,40.95755716,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405727078173901"
"404013078143101","BA  SP22","SP","USGS",-78.24168,40.6703406,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404013078143101"
"412732078034101","CM   SP1","SP","USGS",-78.0611134,41.45895294,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412732078034101"
"410602078024001","CE  SP21","SP","USGS",-78.0441718,41.10061449,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410602078024001"
"414546077592701","PO   SP2","SP","USGS",-77.9905592,41.76284348,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414546077592701"
"404221077580501","CE  SP14","SP","USGS",-77.9677811,40.7058966,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404221077580501"
"404228077565801","         PSU AG SPRING","SP","USGS",-77.9491694,40.70784119,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404228077565801"
"404808077504902","CE   SP1","SP","USGS",-77.8466677,40.80228395,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404808077504902"
"415836077504701","PO   SP1","SP","USGS",-77.8461081,41.9767343,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415836077504701"
"404844077503101","CE   SP2","SP","USGS",-77.8416677,40.81228386,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404844077503101"
"405105077492101","CE  SP18","SP","USGS",-77.82222349,40.8514502,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405105077492101"
"405248077474001","CE  SP16","SP","USGS",-77.7941678,40.88006126,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405248077474001"
"405300077473701","CE  SP12","SP","USGS",-77.7933345,40.88339456,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405300077473701"
"405420077464201","CE  SP19","SP","USGS",-77.77805688,40.90561666,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405420077464201"
"405324077453701","CE  SP17","SP","USGS",-77.7600007,40.89006156,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405324077453701"
"405145077452601","CE  SP11","SP","USGS",-77.7569445,40.86256198,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405145077452601"
"404730077445401","CE  SP32-1","SP","USGS",-77.7480539,40.7917297,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404730077445401"
"404730077445101","CE  SP32","SP","USGS",-77.7472206,40.79172975,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404730077445101"
"404735077363901","CE  SP22","SP","USGS",-77.61055209,40.793121,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404735077363901"
"405300077363101","CE   SP3","SP","USGS",-77.6083298,40.88339797,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=405300077363101"
"404147077333601","MF   SP3","SP","USGS",-77.5597173,40.6964578,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=404147077333601"
"410002077320301","CN   SP7","SP","USGS",-77.533882,41.00062087,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410002077320301"
"410013077320101","CN  SP11","SP","USGS",-77.5333263,41.00367648,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=410013077320101"
